name;Último club;Nuevo club;Coste;Amount;Mercado
Banou Diawara;Smouha;FAR Rabat;200 miles €;200000;INVIERNO
Arturo Calabresi;AS Roma;FC Bologna;200 miles €;200000;VERANO
André Vidigal;Coimbra;Fortuna Sittard;200 miles €;200000;INVIERNO
Julian Green;VfB Stuttgart;Greuther Fürth;200 miles €;200000;VERANO
Paul Jaeckel;VfL Wolfsburg;Greuther Fürth;200 miles €;200000;VERANO
Kristal Abazaj;FC Luftëtari;KF Skënderbeu;200 miles €;200000;INVIERNO
Davide Riccardi;Hellas Verona;Lecce;200 miles €;200000;VERANO
Bubacarr Sanneh;AC Horsens;Midtjylland;200 miles €;200000;INVIERNO
Andrea Vallocchia;Sambenedettese;Olbia;200 miles €;200000;VERANO
Dimitrios Manos;OFI Creta;Olympiacos FC;200 miles €;200000;VERANO
Moataz Zemzemi;Cub Africain;R. Strasbourg;200 miles €;200000;INVIERNO
Sambou Yatabaré;Werder Bremen;Royal Amberes;200 miles €;200000;VERANO
Leonardo Sernicola;Ternana;Sassuolo;200 miles €;200000;VERANO
Niclas Thiede;VfL Bochum U19;SC Freiburg II;200 miles €;200000;VERANO
Olivier Thill;Pr. Niederkorn;Ufa;250 miles €;200000;VERANO
Levy Madinda;Asteras Tripoli;Ümraniyespor;200 miles €;200000;VERANO
Abdelhakim Bassaine;Rapide Oued Zem;Hassania;190 miles €;190000;VERANO
Abderrahim Makran;CR Al Hoceima;FUS Rabat;181 miles €;181000;VERANO
Abderrahmane Bourdim;JS Saoura;MC Algier;180 miles €;180000;VERANO
John Bostock;Lens;Bursaspor;175 miles €;175000;INVIERNO
Omar Bassam;Pyramids FC;El Makasa;170 miles €;170000;VERANO
Paddy Madden;Scunthorpe Utd.;Fleetwood;170 miles €;170000;INVIERNO
Antonio Vutov;Udinese Calcio;Botev Plovdiv;150 miles €;150000;VERANO
Chiquinho;NK Lokomotiva;Coimbra;150 miles €;150000;INVIERNO
Xande Silva;Guimarães B;West Ham U23;1,50 mill. €;150000;VERANO
Erik Morán;CD Leganés;AEK Atenas;130 miles €;130000;INVIERNO
Paulo Roberto;GO Audax;Corinthians;130 miles €;130000;INVIERNO
Kamil Zapolnik;GKS Tychy;Górnik Zabrze;125 miles €;125000;VERANO
Piotr Tomasik;Jagiellonia;Lech Poznan;125 miles €;125000;INVIERNO
Emanuele Gatto;Chievo Verona;Alessandria;100 miles €;100000;INVIERNO
Anderson Lucoqui;F. Düsseldorf;Arm. Bielefeld;100 miles €;100000;VERANO
Aron Sigurdarson;Tromsø;IK Start;100 miles €;100000;INVIERNO
Jiri Skalak;Brighton;Millwall;1,00 mill. €;100000;VERANO
Danny Hoesen;FC Groningen;Quakes;100 miles €;100000;INVIERNO
Edimar;Cruzeiro;São Paulo;100 miles €;100000;INVIERNO
Lukasz Sekulski;Jagiellonia;SKA Khabarovsk;100 miles €;100000;INVIERNO
Darko Bjedov;KAA Gent II;Vojvodina;100 miles €;100000;VERANO
Zoran Popovic;Bodø/Glimt;Estrella Roja;80 miles €;80000;VERANO
Jakub Wojcicki;Cracovia Kraków;Jagiellonia;38 miles €;38000;INVIERNO
